precision,recall,f1-score,support
0.9567726651290454,0.9890390860151252,0.9726383466304532,92693.0
0.6679738562091503,0.33042353701907534,0.4421371403850314,6186.0
,,0.9478352329614984,98879.0
0.8123732606690979,0.6597313115171003,0.7073877435077423,98879.0
0.938705032649161,0.9478352329614984,0.9394494949851677,98879.0
