precision,recall,f1-score,support
0.9557684489247031,0.9891146041232887,0.9721556568762592,92693.0
0.6581978319783198,0.3140963465890721,0.42525716787043116,6186.0
,,0.9468845760980592,98879.0
0.8069831404515115,0.6516054753561804,0.6987064123733452,98879.0
0.9371520406233416,0.9468845760980592,0.9379409697031481,98879.0
