precision,recall,f1-score,support
0.9537743367869749,0.9941095875632464,0.9735243468247177,92693.0
0.7590467784642542,0.27804720336243127,0.40700425934690015,6186.0
,,0.9493117851110954,98879.0
0.8564105576256145,0.6360783954628388,0.6902643030858089,98879.0
0.9415919251951874,0.9493117851110954,0.9380821067015593,98879.0
