precision,recall,f1-score,support
0.9607638339399694,0.9824474340025676,0.9714846541994261,92693.0
0.6025891548607719,0.3988037504041384,0.47996108949416355,6186.0
,,0.9459339192346201,98879.0
0.7816764944003707,0.6906255922033531,0.7257228718467948,98879.0
0.9383559559802014,0.9459339192346201,0.940734294959681,98879.0
